[08-Apr-2025 17:49:23 UTC] PHP Parse error:  syntax error, unexpected variable "$response" in C:\xampp\htdocs\wordpress1\wp-content\plugins\reetech-group\account.php on line 454
[08-Apr-2025 19:18:11 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[08-Apr-2025 19:18:11 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:18:11 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:18:30 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[08-Apr-2025 19:18:30 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:18:30 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:20:02 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[08-Apr-2025 19:20:02 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:20:02 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:20:09 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[08-Apr-2025 19:20:09 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:20:10 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:20:13 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[08-Apr-2025 19:20:14 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:20:14 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:20:18 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[08-Apr-2025 19:20:18 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:20:18 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:20:46 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[08-Apr-2025 19:20:46 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:20:46 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:20:56 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[08-Apr-2025 19:20:56 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:20:56 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:22:57 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[08-Apr-2025 19:22:57 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:22:57 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:23:00 UTC] PHP Warning:  Undefined array key "login_remember" in C:\xampp\htdocs\wordpress1\wp-content\plugins\wp-user-avatar\src\Classes\AjaxHandler.php on line 420
[08-Apr-2025 19:23:05 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[08-Apr-2025 19:23:05 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:23:05 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:23:10 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[08-Apr-2025 19:23:10 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:23:10 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[08-Apr-2025 19:23:13 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[08-Apr-2025 19:23:13 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
